# mass_1, mass_2, spin, p0, e0, x0, dist, qS, phiS, qK, phiK, Phi_phi0, Phi_theta0, Phi_r0
6601259.967036908,574.2734444934368,0.8426565420188575,10.852801809409462,0.49431676987570305,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1784248.2137741144,18.250877023736653,0.871931359832051,8.738643683578749,0.512307407682145,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
211762.9098961691,0.34382300982967123,0.8383089871732091,8.790051143988823,0.7978590567998333,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
8489578.498288,87.77204485103633,0.33447549319864134,7.761932097642638,0.6566673963236046,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
8570506.299264746,49.894759860565564,0.5945460944482522,6.257986380286991,0.12834134012258355,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5142193.446102433,60.75574609198255,0.18359172489339276,8.892308775023215,0.13547432265770748,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
223735.5812184226,20.31305554083924,0.3649009657912016,23.320914791105434,0.8333767256201794,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2441082.68302437,106.99549139539398,0.16291402423411894,11.994643808665165,0.8257595317212333,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
4328063.610637299,46.22630901499301,0.8428447046555089,7.255457352492208,0.35539484157184487,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
140030.78249243362,0.1983501716569843,0.9053065161175597,10.222296014075694,0.026612155363243052,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
776976.3296980337,7.542061968067382,0.021579484145010604,11.486489025767243,0.8351955028588713,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
661178.4879673286,66.10177886865348,0.6188368909521451,20.804406138507545,0.1508989845558428,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
9418843.819687523,849.6101960396195,0.8458805451458309,9.783335953088573,0.6411765850401886,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5510528.9716849355,30.444150472145253,0.3781733755543313,7.442413260838464,0.6080443202661252,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
967821.6418126791,1.4856824112695592,0.12160206439829863,8.641034005086519,0.7536336972190387,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
6494836.269577064,81.37832171858872,0.3203803766236906,8.338595072083042,0.5022862972403179,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3322413.756982919,18.16821652437813,0.6755889650759884,6.943107129998997,0.6976472570604033,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1544729.6637501814,93.20265776911555,0.9146867042981512,14.41444185314381,0.24441212863447684,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
7892443.894187542,8.576306092952272,0.9462027600012053,3.369782095615922,0.08128044845950025,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
299343.61888360465,24.88654036286526,0.18868405531024351,21.791673085974438,0.8163551683601283,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3209062.7959933686,6.520171419732397,0.8855569337830986,5.107949834822536,0.5720934790540039,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
124141.53985821911,7.172602241270991,0.9538186474329018,26.87833014998699,0.39027738103179405,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
153810.58516121918,6.237782865406515,0.9639757822130063,22.370206265414257,0.6285416139565071,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2359221.804035693,6.212150021031665,0.38487579096767915,7.415821830750368,0.06156912018533466,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
688683.4410324404,13.327654227071237,0.21196194156632317,14.446393857802086,0.023882001384086526,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
232107.22943970864,0.735924413717755,0.005999212333612514,12.152144259697684,0.7397653636555868,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
597542.7397546271,13.391367536809334,0.8863239778520192,12.13399721393462,0.8713421083316158,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
124404.69211102776,0.3444231877524097,0.21438000970728524,13.608776203210528,0.3914065616779212,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
289896.9430100216,1.728542225650144,0.6233021822700137,11.108672965056925,0.8586471548790183,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1964996.0521707216,8.005475126846727,0.44707343460669463,8.084320884887566,0.3882339774833933,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2782063.749287376,50.2385829045627,0.5616582711323692,9.87181384142197,0.1261583561777148,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
4560106.039608731,387.92018275310704,0.6544585943512268,12.135332023109969,0.5292648850456361,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
109018.65779522981,8.357322388832925,0.696571313556833,30.49663560871634,0.11180537179394708,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
935542.7875459188,1.7187016315854573,0.09665148343642745,8.987288294760834,0.4594511984061286,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2900494.0103162,3.78091514621237,0.40484239735809374,6.4772405997696385,0.13253239820289361,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
233914.57001508892,6.726462323883325,0.8494488721385984,17.782093790121653,0.7521753199356621,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3254935.5139082423,99.6275705117523,0.23594768022091014,11.38687597093332,0.14378933148116926,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1814897.5642235796,73.5921290818291,0.2601213874475179,13.065762471166172,0.6716839681801321,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1291578.3832389587,2.3948819610680614,0.48262223004596666,7.494679677136807,0.5051717425123429,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
873888.7991255115,3.387478923141755,0.5291901791897383,9.162578988504393,0.04720913664070098,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3078020.6229333053,114.4889231326233,0.8725266130884227,10.75661676570133,0.1457562932450448,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1122180.793043802,66.9020846249031,0.730272171541759,15.88514847494403,0.20441475604910705,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
200934.4246422128,9.609791820261513,0.574377506618448,22.761552826076496,0.50906006950429,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
365738.75422524667,21.530656309722694,0.10781323814350895,21.745993927879923,0.16730024432310805,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
286046.0169203975,7.5455500481009965,0.18250371051910283,18.97325972239906,0.18837108136715305,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
8155084.542423583,537.7941973398871,0.7193168134399853,9.97035225464293,0.3744363096789063,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
410246.1225418562,14.510291381008097,0.9082288772487288,16.69154094490657,0.6728535531882718,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1248233.52496037,1.8381852226313655,0.9982949943227186,5.4399018896291125,0.13069515289329262,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
476076.78956156946,1.3462491922741149,0.08358973290266061,10.698524888367235,0.4688846588373943,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2107920.585559975,35.32052451421535,0.4977374050228631,10.46461732611,0.07736936425426172,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
118320.27749755343,2.492446485218304,0.4869634399089943,21.388956636687414,0.4758765195882387,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
853468.0827054098,34.888750024571294,0.1310562000442297,16.049161695530117,0.5318950788334909,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
543833.1843958306,18.48179856366043,0.2890378444799601,17.015385114166786,0.399985884616222,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
188289.02713366505,17.377344083811185,0.3470947296492635,28.161344941158834,0.16336888443612105,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
4892707.888517349,6.745207357215872,0.18754456137666484,6.9782937230458675,0.3141778363559297,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5389582.897036024,8.890090997163464,0.7815280845315804,4.929113466196957,0.48899856837949995,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5433546.284767278,245.14014375617623,0.22485636052449073,11.12612017527541,0.15631334748910025,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2404050.029269958,7.844407827422996,0.2675396184004724,8.088369502512904,0.6258659477788314,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1151546.3215675964,29.35820163611884,0.9734583576647405,12.387144520044947,0.10944732520816629,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
470346.2219976143,0.5405642297510889,0.47708900541908417,8.128432012701381,0.6544485881495169,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
143197.18516087372,0.3566602552802879,0.8183692517049322,11.104658220439951,0.7276952817015354,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
433426.512434271,0.9457647944377722,0.3339727004210628,9.848684408492947,0.23362680416827872,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
207681.94944318698,10.914660779832992,0.634732808265998,22.165477232207113,0.6816333454325527,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1893417.367799692,132.34699609969107,0.844450325114869,13.297160279824359,0.7318177807482972,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
522038.8812929309,2.103333260693079,0.7138112815327206,9.863420792201486,0.3924055932921784,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
240477.83750710066,8.522060550052165,0.9613083562835474,20.271892661466502,0.1529133106038604,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
4902561.9028244885,340.217994052361,0.6951239576912542,11.544540132546583,0.02487913454588935,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
195953.36428796483,0.31411260450677075,0.43793130896386645,10.64239978817306,0.2174471677670015,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1253009.5942986747,66.05507887570154,0.473983298785983,13.367473486687235,0.8564823905479777,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5727695.873842705,189.1230943849334,0.6823222990217778,9.352231803657114,0.02266979232987364,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1812955.451835244,16.113888734174953,0.06485262711340259,10.407311510108613,0.15643354379426178,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
207518.39753300886,13.971313228525533,0.5776389062023317,22.90153570474611,0.7588768288763521,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
455996.244139581,7.786530472304756,0.35509302610448396,14.47704096302587,0.6617874694977559,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2744299.2055720277,5.909942597422567,0.14289041373824565,7.827238321121196,0.3000914909096241,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1172927.2460776907,83.05224616347724,0.8751910544471374,15.737097615068032,0.5500057725310634,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1173684.547344971,104.5139896915628,0.7180278343795428,16.762374639931004,0.5921214244679247,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5256203.574020477,8.411602828740657,0.5550361441742395,5.660048484294624,2.182906567405052e-06,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
880175.1727157485,8.487291667340806,0.2259925755610391,11.77185609941356,0.1057139303505547,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3320055.9455410894,156.55881075634747,0.446723508232108,11.796441567234192,0.5239437609818003,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
806742.692712245,8.71563942776953,0.15947987500644684,12.374404008924435,0.29048218902295064,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
597484.5013153391,1.4075099220370768,0.8375410118856261,7.676367243084805,0.7497442753350547,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
751151.2182716,71.64131883743869,0.46472971162216553,18.929543178119076,0.6832120436714295,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
103854.39547067936,0.8429916608887983,0.8764935562447841,17.25188621882301,0.2785654449808213,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1745017.5112631132,2.9236101324962727,0.1837392651107141,8.042289335186892,0.607288732352545,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1183932.089087418,64.11059590601735,0.08931463618642917,16.266826108084324,0.24169039299204953,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
6209893.240674834,129.80894196228815,0.1505480460242662,9.581025030321063,0.424438016471834,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
9232391.924790401,173.8470453998077,0.6774745383406042,7.331793432856235,0.5908648234448095,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
132580.41241821658,3.082664935100778,0.1316541030160637,21.338945668998594,0.5997514993717573,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
757509.8569515588,5.655827951472778,0.4719129581163979,10.932691838834849,0.4240228344179348,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3256018.8310651677,23.03007479507245,0.5073944409357438,7.983664907936498,0.12511735150137454,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
348970.28674433683,6.142528205133624,0.4929529265842337,16.048617566184888,0.14627837608154418,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
468496.048212942,3.2115742594603693,0.7818659467612871,11.37591945864908,0.370504599328021,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
6702515.047030246,128.1664590687498,0.26407623425209403,8.997543342948717,0.5884403512534343,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
128575.77438527011,0.4556018811706391,0.048111088235182314,14.661697888675558,0.05903428019493181,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
309988.05390589434,26.167704027788215,0.7654156384195743,23.94686196456343,0.12606190396591793,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
154987.44491547477,0.20456169723144751,0.10222918867708802,10.678272132629557,0.8191890491987969,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
683577.3910433616,9.075196716221182,0.9180300595758542,11.994028134048298,0.3175714048753434,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
5983893.41470391,131.5658406061864,0.852837843507479,8.0100597167035,0.0037952357405986238,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
144689.607263322,7.182531758975192,0.9626750553432052,25.20059154715233,0.10413592127296517,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1500264.4683806153,133.81136017445317,0.7015442323997653,15.418590670369579,0.6901170457046526,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
175253.16444388972,12.760382936631476,0.1846563170691879,25.932293952959586,0.630133218500047,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
1916852.3661416296,6.002422834112449,0.25837686745171706,8.235787541299322,0.133328434341905,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
3593298.2140022214,13.269530238966748,0.874032819409934,5.731349238750793,0.5807706487277631,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
229349.47576810687,10.43110946561607,0.5903091516853779,22.10915412772717,0.3430524739343349,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
507884.86031976127,9.787259199549512,0.8457226007235654,14.47088727468097,0.00717019280070661,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
852411.6519910853,48.16103149416487,0.1110193453381806,17.349315552115584,0.5037353625843268,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
915836.4893031515,1.9172824098335841,0.056672401946686796,9.27609673992053,0.6497018536345972,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
8516371.394044803,128.2946935398618,0.20898280776451467,8.54522365888599,0.4553222526620479,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
496500.47510491323,1.7314661877285964,0.33487422037311676,10.460730723330812,0.4483767720968411,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
124914.58213779413,1.2769917607321668,0.4011700577413422,18.053229036145716,0.32402845520741175,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
182171.21726689689,3.256472880491333,0.0055277239547836055,19.341377906542384,0.3783554167436223,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
553929.79830997,8.497573979292293,0.3025579068621306,14.175343141263351,0.3108496312434521,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
6468606.9206740735,341.1108513764192,0.5965018347978462,10.25961447353497,0.36005233888571875,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
2606226.7023356785,47.80145412989534,0.5459626776928853,10.085244988119015,0.11070118202368054,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
418821.8907910698,3.3831809677079794,0.631836814326785,12.55079173576304,0.10274034306366989,1.0,1.0,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,1.0471975511965976,0.0,1.0471975511965976
